編輯總資料庫
,成語,出處,頻次
30976,貪而無慶,"[J]:漢語成語考釋詞典",1
30977,貪位取容,"[K]:中國成語大辭典",1
30978,貪位慕祿,"[K]:中國成語大辭典",1
30979,貪官汙吏,"[V]:中國成語大辭典
[W]:成語大辭典(上)(下)",2
30980,貪官污吏,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[AC]:成語典",3
30981,貪官蠹役,"[K]:中國成語大辭典",1
30982,貪戾無厭,"[J]:漢語成語考釋詞典",1
30983,貪冒榮寵,"[K]:中國成語大辭典",1
30984,貪昧無厭,"[J]:漢語成語考釋詞典",1
30985,貪花戀酒,"[K]:中國成語大辭典",1
30986,貪財好色,"[K]:中國成語大辭典",1
30987,貪財好賄,"[K]:中國成語大辭典",1
30988,貪財慕勢,"[K]:中國成語大辭典",1
30989,貪高務遠,"[J]:漢語成語考釋詞典",1
30990,貪婪,"[O(上)]:讀成語寫作文(上)(下)
[AC]:成語典",2
30991,貪婪無厭,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
30992,貪得無厭,"[B]:中國成語大辭典
[C]:經典成語
[E]:成語辭典
[G(1)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[M]:(小學生語文學習文庫)成語中的知識第一輯(一)~(四)加附錄
[N]:遠流活用成語辭典
[O(上)]:讀成語寫作文(上)(下)
[P(上)]:成語分類辭典(上)(下)
[R]:新編兒童成語小百科(1)~(12)
[U]:同義反義成語詞典",11
30993,貪得無饜,"[AB]:漢英對照成語辭典",1
30994,貪欲無厭,"[J]:漢語成語考釋詞典
[M]:(小學生語文學習文庫)成語中的知識第一輯(一)~(四)加附錄",2
30995,貪欲無藝,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
30996,貪猥無厭,"[K]:中國成語大辭典",1
30997,貪廉懦立,"[J]:漢語成語考釋詞典",1
30998,貪賄無藝,"[K]:中國成語大辭典
[N]:遠流活用成語辭典
[U]:同義反義成語詞典
[AD]:洪葉活用成語辭典",4
30999,貪榮冒寵,"[K]:中國成語大辭典",1
31000,貪榮慕利,"[K]:中國成語大辭典",1
31001,貪墨之風,"[K]:中國成語大辭典",1
31002,貪墨敗度,"[K]:中國成語大辭典",1
31003,貪餌吞勾,"[J]:漢語成語考釋詞典",1
31004,貪餌喪生,"[AA]:成語典故文選(上)(下)",1
31005,貪壑難填,"[J]:漢語成語考釋詞典",1
31006,貪聲逐色,"[K]:中國成語大辭典",1
31007,貪贓枉法,"[B]:中國成語大辭典
[C]:經典成語
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(上)]:成語分類辭典(上)(下)
[R]:新編兒童成語小百科(1)~(12)
[V]:中國成語大辭典
[AC]:成語典",14
31008,貪贓壞法,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31009,貪權慕祿,"[K]:中國成語大辭典",1
31010,貪權竊柄,"[K]:中國成語大辭典",1
31011,貫朽粟紅,"[K]:中國成語大辭典",1
31012,貫朽粟腐,"[K]:中國成語大辭典",1
31013,貫虱,"[A]:彩圖典故辭典(精)",1
31014,貫盈,"[J]:漢語成語考釋詞典",1
31015,貫穿今古,"[K]:中國成語大辭典",1
31016,貫穿馳騁,"[K]:中國成語大辭典",1
31017,貫通融會,"[J]:漢語成語考釋詞典",1
31018,貫魚之次,"[K]:中國成語大辭典",1
31019,貫魚承寵,"[K]:中國成語大辭典",1
31020,貫滿,"[J]:漢語成語考釋詞典",1
31021,貫徹始終,"[G(2)]:實用成語辭典
[O(上)]:讀成語寫作文(上)(下)
[AB]:漢英對照成語辭典
[AC]:成語典",4
31022,貫澈始終,"[B]:中國成語大辭典",1
31023,貫頤奮戟,"[K]:中國成語大辭典",1
31024,責有攸歸,"[B]:中國成語大辭典
[E]:成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[U]:同義反義成語詞典
[AC]:成語典",7
31025,責重山岳,"[K]:中國成語大辭典
[AC]:成語典",2
31026,責躬引咎,"[J]:漢語成語考釋詞典",1
31027,責躬省過,"[K]:中國成語大辭典",1
31028,責備求全,"[J]:漢語成語考釋詞典",1
31029,責無旁貸,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[O(上)]:讀成語寫作文(上)(下)
[P(上)]:成語分類辭典(上)(下)
[S]:活用成語分類辭典(上)(下)
[U]:同義反義成語詞典
[W]:成語大辭典(上)(下)
[Z]:成語辨正辭典
[AB]:漢英對照成語辭典
[AC]:成語典",16
31030,責實,"[J]:漢語成語考釋詞典",1
31031,責實循名,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31032,赦過宥罪,"[K]:中國成語大辭典
[V]:中國成語大辭典",2
31033,趾昂氣粗,"[J]:漢語成語考釋詞典",1
31034,趾高氣揚,"[B]:中國成語大辭典
[C]:經典成語
[D]:簡明實用成語辭典
[E]:成語辭典
[G(1)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[M]:(小學生語文學習文庫)成語中的知識第一輯(一)~(四)加附錄
[N]:遠流活用成語辭典
[P(上)]:成語分類辭典(上)(下)
[Q]:繪圖成語故事三百篇(上)(中)(下)
[R]:新編兒童成語小百科(1)~(12)
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[X]:常用成語用法
[Z]:成語辨正辭典
[AA]:成語典故文選(上)(下)
[AB]:漢英對照成語辭典
[AC]:成語典
[AD]:洪葉活用成語辭典",23
31035,跂予望之,"[B]:中國成語大辭典
[G(2)]:實用成語辭典
[S]:活用成語分類辭典(上)(下)
[V]:中國成語大辭典
[AC]:成語典",5
31036,軟玉溫香,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[G(2)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AC]:成語典",9
31037,軟玉嬌香,"[K]:中國成語大辭典",1
31038,軟紅,"[J]:漢語成語考釋詞典",1
31039,軟紅十丈,"[B]:中國成語大辭典
[G(2)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[V]:中國成語大辭典
[AC]:成語典",6
31040,軟紅香土,"[J]:漢語成語考釋詞典",1
31041,軟香溫玉,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31042,軟弱無力,"[K]:中國成語大辭典",1
31043,軟弱無能,"[AB]:漢英對照成語辭典",1
31044,軟硬兼施,"[E]:成語辭典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[O(下)]:讀成語寫作文(上)(下)
[P(下)]:成語分類辭典(上)(下)
[AB]:漢英對照成語辭典",6
31045,軟語溫存,"[B]:中國成語大辭典",1
31046,軟語溫馨,"[B]:中國成語大辭典
[V]:中國成語大辭典",2
31047,逋租宿債,"[B]:中國成語大辭典
[AC]:成語典",2
31048,逋逃之臣,"[K]:中國成語大辭典",1
31049,逋逃淵藪,"[J]:漢語成語考釋詞典",1
31050,逋逃藪,"[J]:漢語成語考釋詞典",1
31051,逋慢之罪,"[K]:中國成語大辭典",1
31052,逍遙自在,"[B]:中國成語大辭典
[E]:成語辭典
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[N]:遠流活用成語辭典
[P(上)]:成語分類辭典(上)(下)
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AB]:漢英對照成語辭典
[AC]:成語典",11
31053,逍遙自娛,"[K]:中國成語大辭典",1
31054,逍遙自得,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31055,逍遙事外,"[J]:漢語成語考釋詞典",1
31056,逍遙法外,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[E]:成語辭典
[G(1)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(下)]:成語分類辭典(上)(下)
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AB]:漢英對照成語辭典",14
31057,逍遙物外,"[J]:漢語成語考釋詞典",1
31058,透古通今,"[K]:中國成語大辭典",1
31059,透骨酸心,"[K]:中國成語大辭典",1
31060,透過紙背,"[J]:漢語成語考釋詞典",1
31061,逐戶排門,"[J]:漢語成語考釋詞典",1
31062,逐日追風,"[V]:中國成語大辭典",1
31063,逐句逐字,"[J]:漢語成語考釋詞典",1
31064,逐末,"[J]:漢語成語考釋詞典",1
31065,逐末舍本,"[K]:中國成語大辭典",1
31066,逐末捨本,"[AF]:重編國語辭典修訂本",1
31067,逐末遺本,"[J]:漢語成語考釋詞典",1
31068,逐字逐句,"[J]:漢語成語考釋詞典",1
31069,逐虎逢狼,"[J]:漢語成語考釋詞典",1
31070,逐利爭名,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31071,逐客令,"[P(上)]:成語分類辭典(上)(下)
[AD]:洪葉活用成語辭典",2
31072,逐客令下,"[B]:中國成語大辭典
[I]:實用分類學生成語辭典(上)(下)",2
31073,逐浪隨波,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31074,逐臭,"[J]:漢語成語考釋詞典
[P(下)]:成語分類辭典(上)(下)",2
31075,逐臭之夫,"[A]:彩圖典故辭典(精)
[B]:中國成語大辭典
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AA]:成語典故文選(上)(下)
[AC]:成語典
[AD]:洪葉活用成語辭典",15
31076,逐鹿,"[A]:彩圖典故辭典(精)",1
31077,逐鹿中原,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[G(1)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[V]:中國成語大辭典
[AC]:成語典",8
31078,逐隊成群,"[J]:漢語成語考釋詞典",1
31079,逐隊隨行,"[J]:漢語成語考釋詞典",1
31080,逐電追風,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31081,途勞日暮,"[K]:中國成語大辭典",1
31082,途說,"[J]:漢語成語考釋詞典",1
31083,途窮日暮,"[J]:漢語成語考釋詞典",1
31084,這人不簡單,"[AB]:漢英對照成語辭典",1
31085,這山望著山高,"[J]:漢語成語考釋詞典",1
31086,這山望著那山高,"[E]:成語辭典",1
31087,通人達才,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31088,通力合作,"[B]:中國成語大辭典
[G(1)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[O(上)]:讀成語寫作文(上)(下)
[U]:同義反義成語詞典
[V]:中國成語大辭典
[AB]:漢英對照成語辭典
[AC]:成語典",12
31089,通才,"[P(上)]:成語分類辭典(上)(下)",1
31090,通才達學,"[J]:漢語成語考釋詞典",1
31091,通才達識,"[J]:漢語成語考釋詞典",1
31092,通才練識,"[K]:中國成語大辭典",1
31093,通今博古,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[U]:同義反義成語詞典",3
31094,通天手段,"[J]:漢語成語考釋詞典",1
31095,通天本領,"[J]:漢語成語考釋詞典",1
31096,通天徹地,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31097,通天攝地,"[J]:漢語成語考釋詞典",1
31098,通方之淪,"[G(2)]:實用成語辭典",1
31099,通方之論,"[AC]:成語典",1
31100,通功易事,"[B]:中國成語大辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[AC]:成語典",5
31101,通同一氣,"[B]:中國成語大辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[AC]:成語典",4
31102,通同作弊,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31103,通同舞弊,"[J]:漢語成語考釋詞典",1
31104,通行無阻,"[B]:中國成語大辭典",1
31105,通身是口,"[J]:漢語成語考釋詞典",1
31106,通身是膽,"[J]:漢語成語考釋詞典",1
31107,通邑大都,"[J]:漢語成語考釋詞典",1
31108,通前徹後,"[J]:漢語成語考釋詞典",1
31109,通幽洞微,"[K]:中國成語大辭典",1
31110,通風報信,"[H]:活用造句辭典(成語部分)
[K]:中國成語大辭典
[P(下)]:成語分類辭典(上)(下)",3
31111,通宵,"[J]:漢語成語考釋詞典",1
31112,通宵達旦,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AB]:漢英對照成語辭典
[AC]:成語典",14
31113,通宵徹夜,"[J]:漢語成語考釋詞典",1
31114,通宵徹晝,"[J]:漢語成語考釋詞典",1
31115,通家之好,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[G(1)]:實用成語辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[T]:成語辨正辭典
[V]:中國成語大辭典",7
31116,通家之雅,"[J]:漢語成語考釋詞典",1
31117,通家之誼,"[J]:漢語成語考釋詞典",1
31118,通家之舊,"[J]:漢語成語考釋詞典",1
31119,通家世誼,"[J]:漢語成語考釋詞典",1
31120,通時達變,"[K]:中國成語大辭典",1
31121,通書達禮,"[J]:漢語成語考釋詞典",1
31122,通商惠工,"[V]:中國成語大辭典",1
31123,通情達理,"[E]:成語辭典
[H]:活用造句辭典(成語部分)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[U]:同義反義成語詞典
[AB]:漢英對照成語辭典",7
31124,通脫不拘,"[K]:中國成語大辭典",1
31125,通貨膨脹,"[V]:中國成語大辭典",1
31126,通都大邑,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[S]:活用成語分類辭典(上)(下)
[U]:同義反義成語詞典
[V]:中國成語大辭典
[AC]:成語典",10
31127,通盤計劃,"[B]:中國成語大辭典
[V]:中國成語大辭典",2
31128,通霄達旦,"[S]:活用成語分類辭典(上)(下)",1
31129,通融辦理,"[AB]:漢英對照成語辭典",1
31130,通權達變,"[B]:中國成語大辭典
[C]:經典成語
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[H]:活用造句辭典(成語部分)
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[O(上)]:讀成語寫作文(上)(下)
[R]:新編兒童成語小百科(1)~(12)
[S]:活用成語分類辭典(上)(下)
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)",16
31131,通衢廣陌,"[K]:中國成語大辭典",1
31132,通觀全局,"[K]:中國成語大辭典",1
31133,逝者如斯,"[K]:中國成語大辭典
[AB]:漢英對照成語辭典",2
31134,逞己失眾,"[K]:中國成語大辭典",1
31135,逞性妄為,"[E]:成語辭典",1
31136,逞強稱能,"[K]:中國成語大辭典",1
31137,逞異夸能,"[K]:中國成語大辭典",1
31138,逞暴飾弱,"[B]:中國成語大辭典
[E]:成語辭典
[S]:活用成語分類辭典(上)(下)
[AC]:成語典",4
31139,逞餘勇,"[J]:漢語成語考釋詞典",1
31140,速戰速決,"[B]:中國成語大辭典
[E]:成語辭典
[G(1)]:實用成語辭典
[K]:中國成語大辭典
[V]:中國成語大辭典
[AB]:漢英對照成語辭典",6
31141,造化小兒,"[B]:中國成語大辭典
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[AC]:成語典",6
31142,造化弄人,"[B]:中國成語大辭典
[I]:實用分類學生成語辭典(上)(下)
[K]:中國成語大辭典",3
31143,造天立極,"[K]:中國成語大辭典",1
31144,造次顛沛,"[K]:中國成語大辭典",1
31145,造言生事,"[B]:中國成語大辭典
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[V]:中國成語大辭典",5
31146,造言惑眾,"[K]:中國成語大辭典",1
31147,造車合轍,"[J]:漢語成語考釋詞典",1
31148,造門拜訪,"[S]:活用成語分類辭典(上)(下)",1
31149,造就人才,"[B]:中國成語大辭典",1
31150,造就無緣,"[B]:中國成語大辭典
[AC]:成語典",2
31151,造微入妙,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31152,造極,"[J]:漢語成語考釋詞典",1
31153,造極登峰,"[J]:漢語成語考釋詞典
[K]:中國成語大辭典",2
31154,造詣甚深,"[AB]:漢英對照成語辭典",1
31155,造福桑梓,"[S]:活用成語分類辭典(上)(下)",1
31156,造福鄉民,"[S]:活用成語分類辭典(上)(下)",1
31157,造謗生事,"[K]:中國成語大辭典",1
31158,造謠中傷,"[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(上)]:成語分類辭典(上)(下)",3
31159,造謠生事,"[B]:中國成語大辭典
[E]:成語辭典
[I]:實用分類學生成語辭典(上)(下)
[K]:中國成語大辭典",4
31160,造謠惑眾,"[I]:實用分類學生成語辭典(上)(下)
[K]:中國成語大辭典
[S]:活用成語分類辭典(上)(下)
[V]:中國成語大辭典",4
31161,造謠惑業,"[B]:中國成語大辭典",1
31162,造謠毀謗,"[P(上)]:成語分類辭典(上)(下)",1
31163,逡巡不前,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[S]:活用成語分類辭典(上)(下)
[AC]:成語典",6
31164,逢人不說人間事，便是人間無事人,"[AC]:成語典",1
31165,逢人只說三分話,"[AC]:成語典",1
31166,逢人說項,"[A]:彩圖典故辭典(精)
[B]:中國成語大辭典
[D]:簡明實用成語辭典
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[S]:活用成語分類辭典(上)(下)
[V]:中國成語大辭典
[AA]:成語典故文選(上)(下)
[AC]:成語典",12
31167,逢山開路,"[N]:遠流活用成語辭典",1
31168,逢山開路，遇水疊橋,"[AC]:成語典",1
31169,逢山開道,"[K]:中國成語大辭典",1
31170,逢凶化吉,"[B]:中國成語大辭典
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[P(下)]:成語分類辭典(上)(下)
[S]:活用成語分類辭典(上)(下)
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AC]:成語典",11
31171,逢戶柴門,"[U]:同義反義成語詞典",1
31172,逢君之惡,"[B]:中國成語大辭典
[I]:實用分類學生成語辭典(上)(下)
[V]:中國成語大辭典
[AC]:成語典",4
31173,逢門篳戶,"[U]:同義反義成語詞典",1
31174,逢場,"[J]:漢語成語考釋詞典",1
31175,逢場作樂,"[K]:中國成語大辭典",1
31176,逢場作戲,"[B]:中國成語大辭典
[D]:簡明實用成語辭典
[E]:成語辭典
[F]:小牛頓成語辭典(注音普及版)
[G(1)]:實用成語辭典
[I]:實用分類學生成語辭典(上)(下)
[J]:漢語成語考釋詞典
[K]:中國成語大辭典
[N]:遠流活用成語辭典
[S]:活用成語分類辭典(上)(下)
[T]:成語辨正辭典
[U]:同義反義成語詞典
[V]:中國成語大辭典
[W]:成語大辭典(上)(下)
[AA]:成語典故文選(上)(下)
[AC]:成語典",16
